year,ff_emission
2026,9.692746142524358
2027,8.905682487735255
2028,7.792090290589453
2029,7.165675132043708
2030,6.445512215054784
2031,5.677882793579438
2032,4.899068121574429
2033,4.174349449996519
2034,2.893583704802462
2035,1.7862581859490245
2036,0.9226541483929607
2037,0.3330528430910322
2038,0.10573552499999819
2039,0.5166052510766181
2040,1.385938585277644
2041,2.834016779559855
2042,4.897121087879996
2043,7.632532762194817
2044,10.884911250461094
