variable,up2p0_R2_vs_emission,up2p0_slope_vs_emission,up2p0_n_regression_years,up2p0_SNR,up2p0_trend_per_year,up2p0_trend_total_change,swl2p0_drift_per_year,swl2p0_drift_total_change,swl2p0_drift_sigma,swl2p0_trend_R2_time,swl2p0_trend_pvalue,swl4p0_drift_per_year,swl4p0_drift_total_change,swl4p0_drift_sigma,swl4p0_trend_R2_time,swl4p0_trend_pvalue,piControl_detrended_std
tas_global_mean,0.9811069215732097,0.00030843161907570266,225,30.410411876025734,0.018991855914768044,4.254175724908042,-0.0001481489958795789,-0.044296549767994096,-0.3166480207304297,0.006011046297261297,0.18047762064339345,0.003481310062513806,0.9538789571287828,6.818677422354764,0.7001524955814081,2.2756257791441847e-73,0.1398920784845355
