variable,experiment,start_year,end_year,n_years,units,mean_anomaly,trend_per_year,std_total,std_detrended,SNR_vs_piControl,regression_x,emission_slope,R2_vs_emission,n_regression_years,trend_R2_time
tas_global_mean,esm-piControl,1851,2100,250,K,0.003608057268219909,0.00014791240215124087,0.1403003839718383,0.1398920784845355,,cumulative_emission,,,0,0.005811977781242005
tas_global_mean,esm-up2p0,1850,2074,225,K,1.8046567059271459,0.018991855914768044,1.248142273356374,0.17155977036222567,30.54617264332942,cumulative_emission,0.00030843161907570266,0.9811069215732097,225,0.9811069215732088
tas_global_mean,esm-up2p0-swl2p0,1951,2250,300,K,-0.04284363273732216,-0.0001481489958795789,0.16575892744614543,0.16525998422976154,,cumulative_emission,,,0,0.006011046297261297
tas_global_mean,esm-up2p0-swl4p0,2057,2331,275,K,0.2743468521411197,0.003481310062513806,0.33088467239786357,0.18118693109738976,,cumulative_emission,,,0,0.7001524955814081
